CUST_ID, BALANCE , BALANCE_FREQUENCY , PURCHASES , ONEOFF_PURCHASES , INSTALLMENTS_PURCHASES , CASH_ADVANCE , PURCHASES_FREQUENCY , ONEOFF_PURCHASES_FREQUENCY , PURCHASES_INSTALLMENTS_FREQUENCY , CASH_ADVANCE_FREQUENCY , CASH_ADVANCE_TRX , PURCHASES_TRX , CREDIT_LIMIT , PAYMENTS , MINIMUM_PAYMENTS ,PRC_FULL_PAYMENT,TENURE
C13416,"2,694.35",1,    ,    ,    ,"3,711.47",    ,    ,    ,0.75,36,    ,"8,500.00","3,388.95",567.29,0,12
C13417,364.46,0.82,"1,050.76","1,050.76",    ,    ,0.42,0.42,    ,    ,    ,5,"1,200.00","1,195.88",173.49,0,12
C13418,173.33,1,72,    ,72,    ,0.17,    ,0.17,    ,    ,4,"8,050.00",191.69,189.06,0,12
C13419,302.77,1,"3,028.94","2,033.94",995,    ,0.92,0.83,0.17,    ,    ,22,"2,400.00","2,893.95",163.75,0.9,12
C13420,870.78,1,"1,813.87",916.2,897.67,    ,1,0.5,1,    ,    ,25,"7,500.00","1,483.65",232.07,0,12
C13421,"2,806.26",1,"1,021.66",25,996.66,    ,0.17,0.08,0.08,    ,    ,3,"6,500.00",728.03,"1,026.32",0,12
C13422,425.97,1,"2,219.33","2,060.50",158.83,    ,0.42,0.08,0.33,    ,    ,8,"9,000.00","2,268.86",211.17,0.083333,12
C13423,"1,525.06",1,150,150,    ,264.96,0.08,0.08,    ,0.08,1,3,"1,800.00",733.24,469.76,0,12
C13424,"1,060.21",1,43.2,    ,43.2,176.23,0.17,    ,0.08,0.33,4,2,"1,200.00",676.14,314.9,0,12
C13425,"1,068.05",1,"1,632.83",285,"1,347.83",    ,1,0.17,1,    ,    ,22,"3,600.00","3,541.40",549.25,0,12
C13426,"6,533.31",1,    ,    ,    ,"4,257.02",    ,    ,    ,0.33,11,    ,"8,500.00","1,691.05","1,914.46",0,12
C13427,128.56,1,720,    ,720,    ,1,    ,0.92,    ,    ,12,"1,000.00",598.32,197.44,0.090909,12
C13428,"1,502.29",1,    ,    ,    ,188.76,    ,    ,    ,0.08,1,    ,"4,600.00",544.98,368.96,0,12
C13429,999.53,1,662.98,583,79.98,495.6,0.36,0.36,0.09,0.18,2,8,"1,400.00",691.41,676.35,0,11
C13430,864.76,1,"1,894.50","1,601.70",292.8,808.49,1,0.5,0.75,0.17,3,24,"4,100.00","1,295.95",286.25,0.083333,12
C13431,465.33,1,"6,920.08","5,182.71","1,737.37",    ,0.83,0.58,0.5,    ,    ,34,"9,500.00","5,691.44",235.69,0.636364,12
C13432,"2,187.00",0.9,    ,    ,    ,892.79,    ,    ,    ,0.1,2,    ,"3,000.00",460.1,455.41,0,10
C13433,"2,073.60",1,"1,716.11","1,716.11",    ,    ,0.33,0.33,    ,    ,    ,7,"7,000.00","1,608.07",699.56,0,12
C13434,"3,592.57",1,    ,    ,    ,"1,286.36",    ,    ,    ,0.33,5,    ,"4,500.00",820.44,"1,048.74",0,12
C13435,"1,861.44",1,247.45,    ,247.45,"3,760.83",0.58,    ,0.5,0.08,10,7,"4,000.00",903.97,716.1,0.083333,12
C13436,"1,176.75",1,    ,    ,    ,"1,817.17",    ,    ,    ,0.33,6,    ,"2,000.00",768.3,318.68,0,12
C13437,146.65,1,866.57,684.87,181.7,    ,0.5,0.33,0.17,    ,    ,12,"2,500.00","1,085.87",119.02,0.090909,12
C13439,"1,396.39",1,25.2,25.2,    ,"1,920.25",0.08,0.08,    ,0.58,19,1,"2,500.00",410.62,503.63,0,12
C13440,48.27,0.73,750,250,500,    ,0.5,0.08,0.33,    ,    ,8,"6,500.00",912.95,74.06,0,12
C13441,"1,440.57",1,    ,    ,    ,56.46,    ,    ,    ,0.17,2,    ,"1,500.00",474.65,548.87,0,12
C13442,"7,595.25",1,"1,422.12","1,196.98",225.14,"4,798.13",0.75,0.33,0.5,0.67,14,23,"10,000.00","2,283.47","2,631.25",0,12
C13443,473.68,1,"2,580.63","1,608.74",971.89,    ,1,1,0.83,    ,    ,64,"8,500.00","2,358.04",263.45,0,12
C13444,"3,613.55",1,"2,653.49","2,033.01",620.48,"3,516.37",0.83,0.67,0.5,0.67,20,38,"6,500.00",868.57,"1,183.57",0,12
C13445,1.37,0.55,    ,    ,    ,191.75,    ,    ,    ,0.08,1,    ,"1,200.00",594.1,26.16,0.166667,12
C13446,686.66,1,"2,476.45","1,624.50",851.95,253.27,1,0.75,1,0.08,1,35,"4,000.00","1,600.73",224.27,0.083333,12
C13447,"6,100.40",1,    ,    ,    ,"5,312.92",    ,    ,    ,0.67,13,    ,"12,000.00","1,460.03","1,465.87",0,12
C13448,"5,926.92",1,"2,325.75","2,325.75",    ,461.86,0.5,0.5,    ,0.25,3,25,"13,000.00","1,489.52","1,644.76",0,12
C13449,"1,135.45",1,374.94,    ,374.94,"1,062.41",1,    ,0.89,0.11,2,9,"1,200.00",415.32,678.22,0,9
C13450,"1,502.97",1,673.8,673.8,    ,"1,187.52",1,1,    ,0.25,6,12,"2,400.00","2,925.65",361.36,0,12
C13451,"1,355.18",1,    ,    ,    ,119.95,    ,    ,    ,0.08,2,    ,"1,500.00",338.54,348.39,0,12
C13452,"2,962.76",1,"4,398.65",300,"4,098.65","2,483.77",1,0.08,1,0.33,9,47,"3,000.00","7,109.80","5,114.11",0.083333,12
C13453,"1,467.46",0.91,497.83,434.8,63.03,    ,0.73,0.55,0.18,    ,    ,14,"1,500.00",726.49,856.51,0,11
C13454,"1,737.04",1,"2,432.90","1,800.00",632.9,    ,1,0.08,0.92,    ,    ,19,"5,000.00","1,500.22",468.47,0,12
C13455,"3,866.85",1,    ,    ,    ,762.88,    ,    ,    ,0.18,3,    ,"10,000.00",708.95,"1,392.55",0,11
C13456,"1,637.51",1,    ,    ,    ,"6,050.56",    ,    ,    ,0.67,22,    ,"6,500.00","5,587.31",437.99,0,12
C13457,"2,948.88",1,840.48,510,330.48,411.83,0.5,0.25,0.33,0.17,7,15,"3,000.00","1,520.92","1,841.97",0,12
C13458,10.79,0.44,384.4,    ,384.4,    ,0.89,    ,0.78,    ,    ,8,"1,500.00",655.43,65.25,0.333333,9
C13459,126.33,0.91,718.01,718.01,    ,    ,0.25,0.25,    ,    ,    ,5,"7,500.00","1,067.97",157.34,0,12
C13460,"3,862.13",1,812.78,676.8,135.98,"3,217.29",0.5,0.33,0.25,0.58,13,14,"6,000.00",803.74,"1,738.47",0,12
C13461,"2,105.90",1,    ,    ,    ,217.31,    ,    ,    ,0.33,5,    ,"2,250.00",569.82,"1,031.78",0,12
C13462,"4,891.90",1,915.81,    ,915.81,"1,678.18",0.58,    ,0.5,0.25,5,7,"7,500.00","1,164.56","1,270.28",0,12
C13463,"1,299.83",1,599.74,524.5,75.24,160.71,0.25,0.08,0.17,0.17,2,5,"1,500.00",589.63,489.94,0,12
C13464,68.71,1,774.91,774.91,    ,    ,1,1,    ,    ,    ,12,"7,500.00","1,209.74",169.99,1,12
C13465,589.13,1,"1,669.58","1,060.58",609,    ,0.75,0.58,0.42,    ,    ,17,"3,000.00","2,883.91",292.72,0,12
C13466,820.16,1,680.14,    ,680.14,    ,0.75,    ,0.67,    ,    ,18,"1,200.00","1,178.25",219.88,0,12
C13467,282.87,1,484.49,305,179.49,    ,0.67,0.42,0.42,    ,    ,15,"1,000.00",341.88,979.92,0.083333,12
C13468,"3,367.30",1,898.18,798.78,99.4,    ,0.17,0.17,0.08,    ,    ,7,"6,500.00",855.16,"1,315.44",0,12
C13469,"1,299.09",1,323.99,323.99,    ,"10,614.20",0.08,0.08,    ,0.25,19,1,"8,500.00","2,222.01","1,109.57",0,12
C13470,93.36,0.86,"1,094.41",220.01,874.4,    ,0.86,0.14,0.71,    ,    ,16,"1,500.00",780.53,102.6,1,7
C13471,"1,872.46",1,220,220,    ,330.01,0.08,0.08,    ,0.17,2,1,"2,000.00",716.57,755.82,0,12
C13472,11.79,0.27,69.9,69.9,    ,    ,0.08,0.08,    ,    ,    ,1,"2,000.00",266.25,116.32,0,12
C13473,"1,694.13",1,437.52,172.6,264.92,    ,0.92,0.17,0.92,    ,    ,13,"1,800.00",797.13,666.66,0,12
C13474,62.99,1,693.43,62,631.43,    ,1,0.08,0.92,    ,    ,15,"8,500.00",593.02,152.07,1,12
C13475,"4,005.20",1,"1,425.23","1,208.45",216.78,"2,637.01",1,1,0.42,0.33,6,46,"5,550.00","1,607.05","1,061.28",0,12
C13476,"1,887.94",1,    ,    ,    ,"1,535.27",    ,    ,    ,0.17,3,    ,"6,700.00",567.78,406.93,0,12
C13478,"1,003.77",1,161.27,161.27,    ,    ,0.33,0.33,    ,    ,    ,8,"1,200.00",257.64,368.47,0,12
C13479,877.35,1,"6,954.28","6,441.40",512.88,61.79,1,1,1,0.08,1,105,"9,000.00","7,486.40",236.32,0.166667,12
C13480,670.43,1,349,    ,349,    ,0.17,    ,0.08,    ,    ,2,"1,950.00",563.65,218.14,0,12
C13481,15.67,0.71,70.81,    ,70.81,    ,0.71,    ,0.57,    ,    ,7,"1,500.00",16.39,84.38,0.333333,7
C13482,892.1,1,    ,    ,    ,276.6,    ,    ,    ,0.42,7,    ,900,511.77,321.44,0,12
C13483,"1,037.14",1,549,549,    ,882.77,0.25,0.25,    ,0.33,5,3,"4,000.00","2,521.28","2,480.87",0.181818,12
C13484,"3,278.26",1,"1,581.43","1,296.74",284.69,    ,0.58,0.33,0.5,    ,    ,41,"8,500.00",996.35,"1,147.21",0,12
C13485,930.29,1,"3,039.16",439.16,"2,600.00",    ,1,1,0.92,    ,    ,26,"2,500.00","2,991.90",548.88,0.083333,12
C13486,61.92,0.18,655.21,655.21,    ,    ,0.17,0.17,    ,    ,    ,2,"1,500.00",116.09,172.34,0,12
C13487,"3,765.69",1,    ,    ,    ,"1,700.40",    ,    ,    ,0.45,8,    ,"4,000.00",745.34,"2,011.12",0,11
C13488,962.86,0.91,"1,839.69","1,501.05",338.64,    ,0.83,0.25,0.58,    ,    ,19,"5,000.00","1,331.31",247.59,0,12
C13489,935.37,0.82,"2,186.22","1,774.12",412.1,    ,0.42,0.33,0.25,    ,    ,35,"1,700.00","3,159.77",291.83,0,12
C13490,"2,640.82",0.9,"1,167.86",    ,"1,167.86","3,463.18",0.8,    ,0.7,0.6,15,13,"8,000.00",538.13,641.48,0,10
C13491,39.67,1,319.92,    ,319.92,    ,1,    ,1,    ,    ,12,"10,000.00",365.86,176.94,0.727273,12
C13492,"1,158.78",1,183,183,    ,    ,0.17,0.17,    ,    ,    ,3,"1,200.00",271.55,355.23,0,12
C13493,"1,518.34",1,"1,435.79",762.12,673.67,    ,0.92,0.33,0.75,    ,    ,27,"1,500.00","1,075.69","1,136.15",0,12
C13494,"2,158.75",1,    ,    ,    ,"3,027.73",    ,    ,    ,0.5,7,    ,"9,000.00","1,392.10",494.2,0,12
C13495,"6,882.81",1,"2,480.63","2,038.24",442.39,"1,657.44",0.92,0.83,0.58,0.5,12,48,"8,500.00","1,876.06","2,543.67",0,12
C13496,132.35,1,358.34,    ,358.34,    ,0.92,    ,0.83,    ,    ,16,"1,500.00",85.94,149.2,0,12
C13497,"3,732.22",1,    ,    ,    ,"2,167.31",    ,    ,    ,0.83,23,    ,"4,500.00","1,086.73","1,535.95",0,12
C13498,"1,089.48",1,    ,    ,    ,287.36,    ,    ,    ,0.08,1,    ,"3,000.00",373.31,231.57,0,12
C13499,434.71,1,"1,971.57",450.94,"1,520.63",    ,0.58,0.25,0.5,    ,    ,24,"6,700.00",616.19,223.26,0,12
C13500,246.69,0.91,297.96,    ,297.96,    ,0.92,    ,0.92,    ,    ,11,"1,000.00","1,333.30",221.51,0,12
C13501,"8,161.85",1,"5,519.00","4,986.43",532.57,    ,1,1,0.58,    ,    ,91,"9,000.00","3,723.83","4,650.41",0,12
C13502,35.28,1,22.48,22.48,    ,    ,0.08,0.08,    ,    ,    ,1,"7,500.00",68.21,200.03,0,12
C13503,87.91,0.55,895.11,895.11,    ,    ,0.25,0.25,    ,    ,    ,5,"16,500.00","1,082.66",103.43,0,12
C13504,215.99,1,835.71,    ,835.71,    ,1,    ,0.92,    ,    ,28,"5,500.00",794.99,178.25,0,12
C13505,"3,333.96",1,934.07,841.07,93,    ,0.92,0.92,0.42,    ,    ,19,"11,500.00",867.27,935.82,0,12
C13506,"6,071.90",1,204.8,    ,204.8,"4,283.66",0.75,    ,0.75,0.83,13,9,"7,000.00","1,892.36","1,653.92",0,12
C13507,63.17,1,806.71,806.71,    ,    ,1,1,    ,    ,    ,14,"7,500.00",705.49,148.2,0.181818,12
C13508,"1,326.33",1,"2,484.76",374.18,"2,110.58",    ,1,0.25,1,    ,    ,39,"7,500.00",400.18,367.8,0,12
C13509,"1,089.00",1,    ,    ,    ,"2,475.86",    ,    ,    ,0.75,10,    ,"2,500.00",170.23,214.29,0,8
C13510,"4,146.60",1,521.32,200,321.32,"2,054.01",0.67,0.08,0.67,0.42,8,9,"5,000.00","1,147.15","1,070.07",0,12
C13511,"2,240.08",1,    ,    ,    ,"7,955.96",    ,    ,    ,0.33,8,    ,"3,000.00","8,064.89",883.42,0.166667,12
C13512,440.26,1,891.66,891.66,    ,    ,0.25,0.25,    ,    ,    ,3,"7,500.00",619.25,188.08,0,12
C13513,642.94,0.55,    ,    ,    ,"1,936.70",    ,    ,    ,0.17,5,    ,"1,950.00","3,997.54",308.84,0.25,12
C13514,67.52,0.91,640.48,640.48,    ,    ,0.75,0.75,    ,    ,    ,12,500,531.23,162.32,0.090909,12
C13515,625.29,1,"1,215.64","1,215.64",    ,    ,0.08,0.08,    ,    ,    ,1,"2,500.00",297.91,525.06,0,12
C13516,25.77,1,290,    ,290,    ,1,    ,0.92,    ,    ,12,"1,500.00",262.37,170.71,1,12
C13517,"3,197.65",1,    ,    ,    ,"4,179.25",    ,    ,    ,0.17,2,    ,"5,000.00","6,103.94",759.57,0.083333,12
C13518,39.43,1,442.76,    ,442.76,    ,1,    ,1,    ,    ,13,"2,100.00",482.71,130.3,0.714286,12
C13519,"2,651.97",1,    ,    ,    ,"1,680.24",    ,    ,    ,0.25,5,    ,"3,000.00",771.91,778.74,0,12
C13520,186.13,0.64,"2,546.94","1,136.36","1,410.58",    ,0.67,0.33,0.58,    ,    ,15,"12,000.00","4,633.52",216.4,1,12
C13521,669.97,0.55,    ,    ,    ,"1,479.44",    ,    ,    ,0.17,3,    ,"3,000.00","1,616.22",121.55,0,12
C13522,25.9,1,299.65,299.65,    ,    ,1,1,    ,    ,    ,12,"9,000.00",261.78,163.21,0.818182,12
C13523,"1,243.73",1,    ,    ,    ,306.32,    ,    ,    ,0.17,3,    ,"1,500.00",635.64,342.27,0,12
C13524,"1,965.88",1,"3,782.09","2,450.00","1,332.09",    ,0.83,0.08,0.67,    ,    ,11,"1,800.00","3,988.94","2,687.31",0.083333,12
C13525,140.72,0.89,"1,562.40",    ,"1,562.40",    ,0.89,    ,0.89,    ,    ,12,"2,500.00","1,140.95",134.48,0.222222,9
C13526,31.29,0.64,"1,013.00",    ,"1,013.00",    ,0.58,    ,0.42,    ,    ,7,"4,500.00","1,486.23",43.61,0,12
C13527,115.59,0.82,46.3,    ,46.3,378.52,0.08,    ,0.08,0.08,1,1,"7,500.00",450.78,93.86,0,12
C13528,"1,055.61",1,    ,    ,    ,378.77,    ,    ,    ,0.33,4,    ,"1,200.00","1,328.49",267.71,0.083333,12
C13529,874.8,0.91,    ,    ,    ,557.54,    ,    ,    ,0.17,2,    ,"1,700.00","1,915.11",200.03,0.090909,12
C13530,14.94,0.64,381.5,    ,381.5,    ,0.58,    ,0.58,    ,    ,7,"3,000.00",602,124.07,0.666667,12
C13531,118.46,0.82,"1,572.67","1,572.67",    ,    ,0.58,0.58,    ,    ,    ,14,"5,000.00","1,838.43",131.34,0.8,12
C13532,551.18,1,"1,711.11",537.42,"1,173.69",    ,1,0.42,1,    ,    ,51,"4,000.00","1,581.29",189.33,0,12
C13533,144.08,1,"1,526.54","1,005.69",520.85,    ,0.75,0.25,0.5,    ,    ,20,"3,000.00",    ,,0,12
C13534,673.93,1,689.93,    ,689.93,916.45,0.83,    ,0.75,0.08,2,14,"1,800.00","1,603.66",204.56,0,12
C13535,122.06,1,924.69,422,502.69,    ,0.5,0.08,0.42,    ,    ,11,"6,300.00",789.33,164.28,0.363636,12
C13536,72.03,1,837.43,39,798.43,    ,1,0.08,1,    ,    ,22,"2,500.00",948.58,169.89,0.583333,12
C13537,"4,350.64",0.9,"1,021.19",441.55,579.64,"11,220.77",0.8,0.1,0.7,0.5,20,20,"6,000.00","7,137.37","1,661.12",0.125,10
C13538,"1,413.01",1,"1,678.69","1,528.69",150,392.36,0.5,0.17,0.33,0.08,1,8,"1,800.00","2,308.46",510.63,0.083333,12
C13539,"1,253.76",1,666.98,666.98,    ,    ,0.92,0.92,    ,    ,    ,12,"2,400.00","3,038.42","1,276.72",0.083333,12
C13540,260.64,1,673.28,673.28,    ,477.62,0.58,0.58,    ,0.25,6,29,300,"1,150.33",435.03,0.272727,12
C13541,87.3,0.64,897.56,897.56,    ,    ,0.42,0.42,    ,    ,    ,7,"4,000.00",880.27,113.62,0.2,12
C13542,"2,024.49",1,    ,    ,    ,"1,374.87",    ,    ,    ,0.08,1,    ,"3,000.00","3,398.08",678.7,0.083333,12
C13543,52.49,1,"1,476.02",644.07,831.95,    ,1,0.83,1,    ,    ,41,"7,000.00","1,149.02",97.34,0.454545,12
C13544,11.74,1,119.28,    ,119.28,    ,1,    ,1,    ,    ,12,"1,700.00",115.26,92.17,0.444444,12
C13545,"3,242.29",1,    ,    ,    ,"2,732.69",    ,    ,    ,0.92,28,    ,"6,000.00",766.47,"1,225.22",0,12
C13546,"1,716.34",1,184.23,    ,184.23,    ,1,    ,1,    ,    ,13,"1,700.00",510.45,833.35,0,12
C13547,919.85,1,    ,    ,    ,"1,483.17",    ,    ,    ,0.25,3,    ,"2,000.00","2,087.85",338.76,0.083333,12
C13548,634.09,0.75,"2,194.29","2,065.25",129.04,    ,0.75,0.63,0.38,    ,    ,14,"10,000.00",408.7,201.74,0.2,8
C13549,"1,337.23",1,"6,661.25","5,805.50",855.75,    ,1,1,0.5,    ,    ,108,"1,700.00","5,936.30",554.61,0,12
C13550,"1,700.50",1,    ,    ,    ,257.2,    ,    ,    ,0.08,1,    ,"2,500.00",819.69,428.63,0,12
C13551,433.44,1,"2,552.55",626.51,"1,926.04",    ,1,1,0.92,    ,    ,28,"5,000.00","2,828.82",184.72,0,12
C13552,193.1,1,246.56,246.56,    ,    ,0.25,0.25,    ,    ,    ,3,600,"3,540.71","1,987.49",0.083333,12
C13553,58.92,1,449.4,    ,449.4,    ,1,    ,1,    ,    ,12,"2,000.00",420.65,176.28,0.545455,12
C13554,"1,995.33",1,    ,    ,    ,209.97,    ,    ,    ,0.42,5,    ,"2,000.00",510.54,923.31,0,12
C13555,"2,075.64",0.45,    ,    ,    ,"4,573.88",    ,    ,    ,0.08,1,    ,"7,500.00","1,146.22","1,448.10",0,12
C13556,    ,    ,125.37,    ,125.37,    ,1,    ,1,    ,    ,7,"1,500.00",    ,,0,7
C13557,"1,199.49",1,"2,093.55","1,727.08",366.47,    ,1,0.92,0.33,    ,    ,35,"4,000.00","2,833.41",344.95,0.083333,12
C13558,"3,576.91",1,    ,    ,    ,"2,224.87",    ,    ,    ,0.33,8,    ,"4,000.00",755.88,"1,212.32",0,12
C13559,"1,034.25",1,144,    ,144,365.61,1,    ,1,0.08,3,12,"1,000.00",373.83,658.8,0,12
C13560,31.93,1,533.52,    ,533.52,    ,1,    ,1,    ,    ,20,"10,000.00",586.43,166.59,1,12
C13561,"1,523.55",1,"1,810.00","1,810.00",    ,    ,0.1,0.1,    ,    ,    ,1,"1,850.00",368.56,390.86,0,10
C13562,55.81,1,"1,343.88",    ,"1,343.88",    ,1,    ,1,    ,    ,24,"5,700.00","1,278.43",177.35,1,12
C13563,84.54,0.91,547.54,157.54,390,    ,0.58,0.08,0.42,    ,    ,7,"6,000.00",657.98,161.43,0.111111,12
C13564,"2,271.94",1,"2,386.88",173.26,"2,213.62",    ,1,0.08,1,    ,    ,40,"5,000.00",917.29,"1,633.57",0,12
C13565,"2,178.73",1,    ,    ,    ,988.7,    ,    ,    ,0.1,1,    ,"3,000.00",642.04,579.52,0,10
C13566,348.81,1,    ,    ,    ,27.74,    ,    ,    ,0.08,1,    ,150,804.06,"3,727.64",0.083333,12
C13567,"2,499.23",1,217.37,    ,217.37,"5,197.15",0.83,    ,0.67,0.5,3,11,"10,000.00",360.74,372.14,0,6
C13568,20.66,0.45,298.8,    ,298.8,    ,0.42,    ,0.33,    ,    ,5,"5,000.00",529.77,128.12,1,12
C13569,127.73,1,    ,    ,    ,341.64,    ,    ,    ,0.08,2,    ,"11,000.00","1,489.31",167.32,0,12
C13570,"1,943.04",1,    ,    ,    ,399.75,    ,    ,    ,0.17,4,    ,"2,000.00",748.23,"1,155.32",0,12
C13571,"2,861.24",0.91,    ,    ,    ,725.81,    ,    ,    ,0.08,1,    ,"4,500.00","5,134.29",699.5,0.090909,12
C13572,933.62,1,"2,873.87","1,756.23","1,117.64",342.6,1,0.33,1,0.17,2,32,"7,000.00","2,361.79",360.66,0.083333,12
C13573,223.79,1,"5,094.41","3,744.41","1,350.00","1,076.43",1,0.92,0.42,0.17,4,53,"3,000.00","5,874.10",151.28,0.666667,12
C13574,"2,546.68",1,    ,    ,    ,555.69,    ,    ,    ,0.33,4,    ,"3,000.00",629.3,811.52,0,12
C13575,"3,782.00",1,60,60,    ,104.52,0.08,0.08,    ,0.08,1,1,"5,000.00",894.06,876.24,0,12
C13576,"1,294.15",1,"3,059.10","1,836.98","1,222.12",    ,1,0.42,1,    ,    ,42,"7,000.00","5,560.03",497.64,0.083333,12
C13577,5.27,0.36,22.5,    ,22.5,    ,0.08,    ,0.08,    ,    ,1,"3,000.00",819.88,60.73,0,12
C13578,"3,774.28",0.7,    ,    ,    ,"7,911.03",    ,    ,    ,0.5,11,    ,"9,000.00",897.98,"1,584.98",0,10
C13579,"1,204.87",1,    ,    ,    ,58.18,    ,    ,    ,0.17,2,    ,"1,500.00","1,658.13",390.63,0.083333,12
C13580,"1,710.42",0.8,    ,    ,    ,"2,813.62",    ,    ,    ,0.3,9,    ,"2,500.00","1,337.80",508.12,0,10
C13581,"9,111.70",1,980,    ,980,"7,202.12",0.5,    ,0.42,0.5,28,6,"10,000.00","2,349.05","3,954.80",0,12
C13582,651.24,1,"1,696.62","1,425.22",271.4,    ,1,1,0.33,    ,    ,36,"4,600.00","1,677.45",221.96,0,12
C13583,592.92,1,105,    ,105,    ,0.17,    ,0.08,    ,    ,2,"6,600.00",419.48,195.53,0,12
C13584,711.17,1,155.39,155.39,    ,    ,0.17,0.17,    ,    ,    ,4,"8,500.00",615.87,190.29,0,12
C13585,24.64,1,205.92,    ,205.92,    ,1,    ,0.89,    ,    ,9,"1,500.00",189.09,117.72,0.857143,9
C13586,"1,516.55",1,565.61,    ,565.61,    ,1,    ,1,    ,    ,17,"1,500.00",857.79,"1,136.56",0,12
C13587,"5,055.82",1,126.68,    ,126.68,"1,854.79",0.33,    ,0.25,0.75,12,4,"5,500.00","1,368.53","1,320.83",0,12
C13588,"10,092.24",1,"8,710.72","6,799.79","1,910.93",    ,1,0.75,0.83,    ,    ,83,"18,000.00","4,557.36","2,831.40",0,12
C13589,"2,447.87",1,"2,108.56","1,563.40",545.16,    ,0.92,0.42,0.92,    ,    ,14,"7,000.00",730.93,718.23,0,12
C13591,"1,040.42",1,307.92,    ,307.92,18.62,1,    ,1,0.08,1,17,"1,000.00",340.88,"3,332.99",0,12
C13592,951.68,1,    ,    ,    ,"1,090.52",    ,    ,    ,0.27,3,    ,"1,200.00",178.36,340.41,0,11
C13593,"4,315.12",1,"3,927.58","2,238.34","1,689.24",    ,1,0.42,1,    ,    ,21,"11,000.00","1,518.43","1,317.33",0,12
C13594,"5,998.43",0.91,    ,    ,    ,"7,120.32",    ,    ,    ,0.08,2,    ,"8,500.00","1,629.63","1,613.20",0,12
C13596,"4,345.88",1,    ,    ,    ,"5,114.89",    ,    ,    ,0.17,5,    ,"5,000.00","1,035.56","1,546.86",0,12
C13597,"2,280.45",1,"1,681.78","1,219.00",462.78,    ,1,0.25,0.92,    ,    ,21,"7,500.00","1,398.41",513.53,0,12
C13598,"2,104.96",0.73,"4,115.95",230.5,"3,885.45","9,358.07",0.83,0.17,0.67,0.92,20,59,"8,000.00","15,172.59",778.24,0,12
C13599,"3,146.62",1,161.44,161.44,    ,"1,293.41",0.17,0.17,    ,0.33,5,3,"4,000.00",888.22,746.24,0,12
C13600,"9,993.35",1,    ,    ,    ,"3,299.67",    ,    ,    ,0.5,10,    ,"14,500.00","2,580.48","2,902.82",0,12
C13601,"1,755.19",1,    ,    ,    ,"1,657.89",    ,    ,    ,0.17,5,    ,"1,800.00",310.99,627.61,0,12
C13602,387.65,1,"2,900.84",900.6,"2,000.24",    ,1,0.42,1,    ,    ,54,"7,500.00","2,581.35",179.41,0.333333,12
C13603,"3,443.29",1,500,500,    ,    ,0.08,0.08,    ,    ,    ,1,"7,000.00","1,073.27",872.76,0,12
C13604,"1,765.50",1,"2,129.44","2,129.44",    ,506.59,0.5,0.5,    ,0.08,2,6,"4,450.00","1,893.26",472.61,0,12
C13605,43.78,1,523.64,523.64,    ,    ,1,1,    ,    ,    ,15,"6,500.00",492.1,172.89,0.75,12
C13606,98.42,0.56,    ,    ,    ,"2,327.57",    ,    ,    ,0.44,15,    ,"1,500.00","2,535.54",62.28,0.25,9
C13607,758.19,1,    ,    ,    ,305.65,    ,    ,    ,0.17,2,    ,"1,950.00",388.25,245.56,0,12
C13608,"2,341.51",1,"1,231.59",390.05,841.54,    ,1,0.08,1,    ,    ,26,"7,600.00","1,218.75",572.24,0,12
C13610,"10,124.47",1,"4,795.49","2,006.02","2,789.47",    ,1,0.67,1,    ,    ,87,"15,000.00","2,552.78","2,780.90",0,12
C13611,134.79,1,515.42,137,378.42,    ,1,0.25,1,    ,    ,32,"2,000.00",166.25,170.24,0,12
C13612,"1,225.20",1,"1,842.64","1,842.64",    ,    ,0.58,0.58,    ,    ,    ,8,"1,200.00","2,326.85",996.54,0,12
C13613,190.65,1,"1,954.08",776.49,"1,177.59",    ,1,0.58,1,    ,    ,64,"4,000.00","2,012.70",177.15,1,12
C13614,"3,788.42",0.86,718.06,608.02,110.04,"6,348.57",0.86,0.43,0.43,0.57,19,9,"7,500.00",294.5,"1,107.88",0,7
C13615,73.35,0.4,    ,    ,    ,380.85,    ,    ,    ,0.1,2,    ,"1,200.00","1,035.47",84.74,0.5,10
C13616,"1,123.48",1,933.38,497.6,435.78,"2,721.89",0.67,0.42,0.58,0.5,13,21,"4,000.00",339.28,442.8,0,12
C13617,"1,323.27",1,    ,    ,    ,681.5,    ,    ,    ,0.25,7,    ,"1,500.00",848.82,326.94,0,12
C13618,14.29,0.91,275.21,    ,275.21,    ,1,    ,1,    ,    ,18,"7,500.00",384.69,96.6,0.6,12
C13619,791.78,0.82,    ,    ,    ,"3,058.10",    ,    ,    ,0.42,7,    ,"3,000.00","2,877.70",255.2,0.142857,12
C13620,536.1,1,"8,591.31","8,008.50",582.81,    ,0.92,0.67,0.17,    ,    ,14,"1,000.00","8,390.50",659.5,0.416667,12
C13621,228.93,1,"2,084.18","2,084.18",    ,    ,1,1,    ,    ,    ,28,"1,000.00","2,034.87",195.59,1,12
C13622,"3,193.32",1,"1,887.25","1,103.23",784.02,    ,1,0.83,1,    ,    ,48,"10,500.00","8,817.14",662.65,0.166667,12
C13623,"1,283.03",1,    ,    ,    ,75.78,    ,    ,    ,0.17,2,    ,"1,500.00",398.77,749.77,0,12
