type,state,regiment_or_battery,brigade,division,corps,army,july1_Commander,Cdr_casualty,men,killed,wounded,captured,missing,total_casualties,3inch_rifles,4.5inch_rifles,10lb_parrots,12lb_howitzers,12lb_napoleons,6lb_howitzers,24lb_howitzers,20lb_parrots,12lb_whitworths,14lb_rifles,total_guns
Infantry,South Carolina,7th,Kershaw,McLaws,Longstreet,Confederate,COL David Aiken,no,408,29,79,0,7,115,0,0,0,0,0,0,0,0,0,0,0
Infantry,South Carolina,8th,Kershaw,McLaws,Longstreet,Confederate,COL John Henagan,no,300,31,74,0,0,105,0,0,0,0,0,0,0,0,0,0,0
Infantry,South Carolina,15th,Kershaw,McLaws,Longstreet,Confederate,COL William DeSaussure,mortally wounded,449,30,96,0,18,144,0,0,0,0,0,0,0,0,0,0,0
Infantry,South Carolina,3rd  BN,Kershaw,McLaws,Longstreet,Confederate,LTC William Rice,no,203,14,31,0,3,48,0,0,0,0,0,0,0,0,0,0,0
Infantry,Mississippi,13th,Barksdale,McLaws,Longstreet,Confederate,COL James Carter,killed,481,39,171,0,33,243,0,0,0,0,0,0,0,0,0,0,0
Infantry,Mississippi,17th,Barksdale,McLaws,Longstreet,Confederate,COL William Holder,wounded,468,64,108,0,98,270,0,0,0,0,0,0,0,0,0,0,0
Infantry,Mississippi,18th,Barksdale,McLaws,Longstreet,Confederate,COL Thomas Griffin,wounded,242,20,81,0,36,137,0,0,0,0,0,0,0,0,0,0,0
Infantry,Mississippi,21st,Barksdale,McLaws,Longstreet,Confederate,COL Benjamin Humphreys,no,424,18,110,0,11,139,0,0,0,0,0,0,0,0,0,0,0
Infantry,Georgia,10th,Semmes,McLaws,Longstreet,Confederate,COL John Weems,wounded,303,17,73,0,11,101,0,0,0,0,0,0,0,0,0,0,0
Infantry,Georgia,50th,Semmes,McLaws,Longstreet,Confederate,COL William Manning,no,302,17,65,0,14,96,0,0,0,0,0,0,0,0,0,0,0
Infantry,Georgia,51st,Semmes,McLaws,Longstreet,Confederate,COL Edward Ball,no,303,15,40,0,40,95,0,0,0,0,0,0,0,0,0,0,0
Infantry,Georgia,53rd,Semmes,McLaws,Longstreet,Confederate,COL James Simms,no,422,30,61,0,8,99,0,0,0,0,0,0,0,0,0,0,0
Infantry,Georgia,16th,Wofford,McLaws,Longstreet,Confederate,COL Goode Bryan,no,303,20,41,0,43,104,0,0,0,0,0,0,0,0,0,0,0
Infantry,Georgia,18th,Wofford,McLaws,Longstreet,Confederate,LTC Solon Ruff,no,303,3,16,0,17,36,0,0,0,0,0,0,0,0,0,0,0
Infantry,Georgia,24th,Wofford,McLaws,Longstreet,Confederate,COL Robert McMillan,no,303,10,29,0,46,85,0,0,0,0,0,0,0,0,0,0,0
Infantry,Georgia,Cobb's  Legion,Wofford,McLaws,Longstreet,Confederate,LTC Luther Glenn,no,213,6,16,0,,22,0,0,0,0,0,0,0,0,0,0,0
Infantry,Georgia,Phillips  Legion,Wofford,McLaws,Longstreet,Confederate,"LTC Elihu Barclay, Jr.",no,273,6,41,0,19,66,0,0,0,0,0,0,0,0,0,0,0
Infantry,Georgia,"3rd  BN,  Sharpshooters",Wofford,McLaws,Longstreet,Confederate,"LTC Nathan Hutchins, Jr.",no,233,3,3,0,7,13,0,0,0,0,0,0,0,0,0,0,0
Artillery,North Carolina,"Battery A,  1st ",Cabell,McLaws,Longstreet,Confederate,CPT Basil Manly,no,131,3,10,0,0,13,2,0,0,0,2,0,0,0,0,0,4
Artillery,Georgia,Battery Pulaski,Cabell,McLaws,Longstreet,Confederate,CPT John Fraser,mortally wounded,63,7,12,0,0,19,2,0,2,0,0,0,0,0,0,0,4
Artillery,Virginia,Battery 1st  Richmond,Cabell,McLaws,Longstreet,Confederate,CPT Edward McCarthy,wounded,90,3,10,0,0,13,2,0,0,0,2,0,0,0,0,0,4
Artillery,Georgia,Battery Troup County,Cabell,McLaws,Longstreet,Confederate,CPT Hanry Carlton,wounded,90,2,5,0,0,7,0,0,2,2,0,0,0,0,0,0,4
Infantry,Virginia,8th,Garnett,Pickett,Longstreet,Confederate,COL Eppa Hunton,wounded,193,39,79,0,60,178,0,0,0,0,0,0,0,0,0,0,0
Infantry,Virginia,18th,Garnett,Pickett,Longstreet,Confederate,LTC Henry Carrington,mortally wounded,312,54,134,0,57,245,0,0,0,0,0,0,0,0,0,0,0
Infantry,Virginia,19th,Garnett,Pickett,Longstreet,Confederate,COL Henry Gantt,wounded,328,42,41,0,68,151,0,0,0,0,0,0,0,0,0,0,0
Infantry,Virginia,28th,Garnett,Pickett,Longstreet,Confederate,COL Robert Allen,killed,333,44,65,0,73,182,0,0,0,0,0,0,0,0,0,0,0
Infantry,Virginia,56th,Garnett,Pickett,Longstreet,Confederate,COL William Stuart,mortally wounded,289,51,72,0,66,189,0,0,0,0,0,0,0,0,0,0,0
Infantry,Virginia,1st,Kemper,Pickett,Longstreet,Confederate,"COL Lewis Williams, Jr.",mortally wounded,209,27,73,0,13,113,0,0,0,0,0,0,0,0,0,0,0
Infantry,Virginia,3rd,Kemper,Pickett,Longstreet,Confederate,"COL Joseph Mayo, Jr.",no,322,30,41,0,57,128,0,0,0,0,0,0,0,0,0,0,0
Infantry,Virginia,7th,Kemper,Pickett,Longstreet,Confederate,COL Waller Patton,mortally wounded,335,31,82,0,36,149,0,0,0,0,0,0,0,0,0,0,0
Infantry,Virginia,11th,Kemper,Pickett,Longstreet,Confederate,MAJ Kirkwood Otey,wounded,359,34,86,0,26,146,0,0,0,0,0,0,0,0,0,0,0
Infantry,Virginia,24th,Kemper,Pickett,Longstreet,Confederate,COL William Terry,wounded,395,47,83,0,33,163,0,0,0,0,0,0,0,0,0,0,0
Infantry,Virginia,9th,Armistead,Pickett,Longstreet,Confederate,MAJ John Owens,mortally wounded,257,24,70,0,83,177,0,0,0,0,0,0,0,0,0,0,0
Infantry,Virginia,14th,Armistead,Pickett,Longstreet,Confederate,COL James Hodges,killed,422,58,104,0,88,250,0,0,0,0,0,0,0,0,0,0,0
Infantry,Virginia,38th,Armistead,Pickett,Longstreet,Confederate,COL Edward Edmonds,killed,356,40,112,0,42,194,0,0,0,0,0,0,0,0,0,0,0
Infantry,Virginia,53rd,Armistead,Pickett,Longstreet,Confederate,COL William Aylett,wounded,435,34,101,0,78,213,0,0,0,0,0,0,0,0,0,0,0
Infantry,Virginia,57th,Armistead,Pickett,Longstreet,Confederate,COL John Magruder,mortally wounded,476,57,136,0,56,249,0,0,0,0,0,0,0,0,0,0,0
Artillery,Virginia,Battery Fauquier,Dearing,Pickett,Longstreet,Confederate,CPT Robert Stribling,no,135,1,4,0,0,5,0,0,0,0,4,0,0,2,0,0,6
Artillery,Virginia,Battery Hampden,Dearing,Pickett,Longstreet,Confederate,CPT William Caskie,no,90,0,3,0,1,4,1,0,1,0,2,0,0,0,0,0,4
Artillery,Virginia,Battery Fayette,Dearing,Pickett,Longstreet,Confederate,CPT Miles Macon,no,90,3,1,0,1,5,0,0,2,0,2,0,0,0,0,0,4
Artillery,Virginia,Battery Lynchburg,Dearing,Pickett,Longstreet,Confederate,CPT Joseph Blount,no,96,5,3,0,2,10,0,0,0,0,4,0,0,0,0,0,4
Infantry,Alabama,4th,Law,Hood,Longstreet,Confederate,COL Lawrence Scruggs,no,346,18,55,0,19,92,0,0,0,0,0,0,0,0,0,0,0
Infantry,Alabama,15th,Law,Hood,Longstreet,Confederate,COL William Oates,no,499,18,77,0,83,178,0,0,0,0,0,0,0,0,0,0,0
Infantry,Alabama,44th,Law,Hood,Longstreet,Confederate,COL William Perry,no,363,25,58,0,5,88,0,0,0,0,0,0,0,0,0,0,0
Infantry,Alabama,47th,Law,Hood,Longstreet,Confederate,LTC Michael Bulger,wounded-captured,347,10,46,0,13,69,0,0,0,0,0,0,0,0,0,0,0
Infantry,Alabama,48th,Law,Hood,Longstreet,Confederate,COL James Sheffield,no,374,8,51,0,17,76,0,0,0,0,0,0,0,0,0,0,0
Infantry,Arkansas,3rd,Robertson,Hood,Longstreet,Confederate,COL Vannoy Manning,wounded,479,41,101,,40,182,0,0,0,0,0,0,0,0,0,0,0
Infantry,Texas,1st,Robertson,Hood,Longstreet,Confederate,COL Phillip Work,no,426,29,46,0,22,97,0,0,0,0,0,0,0,0,0,0,0
Infantry,Texas,4th,Robertson,Hood,Longstreet,Confederate,COL John Key,wounded,415,28,53,0,31,112,0,0,0,0,0,0,0,0,0,0,0
Infantry,Texas,5th,Robertson,Hood,Longstreet,Confederate,COL Robert Powell,wounded-captured,409,54,112,0,45,211,0,0,0,0,0,0,0,0,0,0,0
Infantry,Georgia,7th,Anderson,Hood,Longstreet,Confederate,COL William White,no,377,5,10,0,6,21,0,0,0,0,0,0,0,0,0,0,0
Infantry,Georgia,8th,Anderson,Hood,Longstreet,Confederate,COL John Towers,wounded,312,36,103,0,29,168,0,0,0,0,0,0,0,0,0,0,0
Infantry,Georgia,9th,Anderson,Hood,Longstreet,Confederate,LTC John Mounger,killed,340,34,123,0,32,189,0,0,0,0,0,0,0,0,0,0,0
Infantry,Georgia,11th,Anderson,Hood,Longstreet,Confederate,COL Francis Little,wounded,309,40,156,0,5,201,0,0,0,0,0,0,0,0,0,0,0
Infantry,Georgia,59th,Anderson,Hood,Longstreet,Confederate,COL William Jack Brown,wounded-captured,525,37,75,0,30,142,0,0,0,0,0,0,0,0,0,0,0
Infantry,Georgia,2nd,Benning,Hood,Longstreet,Confederate,LTC William Harris,killed,348,26,66,0,11,103,0,0,0,0,0,0,0,0,0,0,0
Infantry,Georgia,15th,Benning,Hood,Longstreet,Confederate,COL Dudley DuBose,no,368,14,58,0,99,171,0,0,0,0,0,0,0,0,0,0,0
Infantry,Georgia,17th,Benning,Hood,Longstreet,Confederate,COL Wesley Hodges,no,350,31,66,0,11,108,0,0,0,0,0,0,0,0,0,0,0
Infantry,Georgia,20th,Benning,Hood,Longstreet,Confederate,COL John Jones,killed,350,25,84,0,28,137,0,0,0,0,0,0,0,0,0,0,0
Artillery,North Carolina,Battery Branch,Henry,Hood,Longstreet,Confederate,CPT Alexander Latham,no,112,1,2,0,0,3,0,0,0,1,3,1,0,0,0,0,5
Artillery,South Carolina,Battery German,Henry,Hood,Longstreet,Confederate,CPT William Bachman,no,71,,,,,,0,0,0,0,4,0,0,0,0,0,4
Artillery,South Carolina,Battery Palmetto,Henry,Hood,Longstreet,Confederate,CPT Hugh Garden,no,63,2,5,0,0,7,0,0,2,0,2,0,0,0,0,0,4
Artillery,North Carolina,Battery Rowan,Henry,Hood,Longstreet,Confederate,CPT James Reilly,no,148,2,4,0,0,6,2,0,2,0,2,0,0,0,0,0,6
Artillery,Virginia,Battery Ashland,Alexander,Walton,Longstreet,Confederate,"CPT Pechegru Woolfolk, Jr.",wounded,103,3,24,0,1,28,0,0,0,0,2,0,0,2,0,0,4
Artillery,Virginia,Battery Bedford,Alexander,Walton,Longstreet,Confederate,CPT Tyler Jordan,no,78,1,7,0,1,9,4,0,0,0,0,0,0,0,0,0,4
Artillery,South Carolina,Battery Brooks,Alexander,Walton,Longstreet,Confederate,LT Stephen Gilbert,no,71,7,29,0,0,36,0,0,0,4,0,0,0,0,0,0,4
Artillery,Louisiana,Battery Madison,Alexander,Walton,Longstreet,Confederate,CPT George Moody,no,135,4,29,0,0,33,0,0,0,0,0,0,4,0,0,0,4
Artillery,Virginia,Battery Bath,Alexander,Walton,Longstreet,Confederate,CPT Osmond Taylor,no,90,4,8,0,1,13,0,0,0,0,4,0,0,0,0,0,4
Artillery,Virginia,Battery Parker,Alexander,Walton,Longstreet,Confederate,CPT William Parker,no,90,3,14,0,1,18,3,0,1,0,0,0,0,0,0,0,4
Artillery,Louisiana,Battery 1st ,Eshleman,Walton,Longstreet,Confederate,CPT Charles Squires,no,77,1,0,0,3,4,0,0,0,0,1,0,0,0,0,0,1
Artillery,Louisiana,Battery 2nd ,Eshleman,Walton,Longstreet,Confederate,CPT John Richardson,no,80,2,3,0,1,6,0,0,0,1,2,0,0,0,0,0,3
Artillery,Louisiana,Battery 3rd ,Eshleman,Walton,Longstreet,Confederate,CPT Merritt Miller,no,92,5,2,0,3,10,0,0,0,0,3,0,0,0,0,0,3
Artillery,Louisiana,Battery 4th ,Eshleman,Walton,Longstreet,Confederate,CPT Joseph Norcom,wounded,80,0,6,0,4,10,0,0,0,1,2,0,0,0,0,0,3
Infantry,Louisiana,5th,Hays,Early,Ewell,Confederate,MAJ Alexander Hart,wounded,196,7,30,0,30,67,0,0,0,0,0,0,0,0,0,0,0
Infantry,Louisiana,6th,Hays,Early,Ewell,Confederate,LTC Joseph Hanlon,no,218,8,32,0,21,61,0,0,0,0,0,0,0,0,0,0,0
Infantry,Louisiana,7th,Hays,Early,Ewell,Confederate,COL Davidson Penn,no,235,13,40,0,5,58,0,0,0,0,0,0,0,0,0,0,0
Infantry,Louisiana,8th,Hays,Early,Ewell,Confederate,COL Trevanion Lewis,killed,296,14,50,0,11,75,0,0,0,0,0,0,0,0,0,0,0
Infantry,Louisiana,9th,Hays,Early,Ewell,Confederate,COL Leroy Stafford,no,347,19,35,0,19,73,0,0,0,0,0,0,0,0,0,0,0
Infantry,Virginia,31st,Smith,Early,Ewell,Confederate,COL John Hoffman,no,267,19,16,0,24,59,0,0,0,0,0,0,0,0,0,0,0
Infantry,Virginia,49th,Smith,Early,Ewell,Confederate,LTC Jonathan Gibson,no,281,18,73,0,9,100,0,0,0,0,0,0,0,0,0,0,0
Infantry,Virginia,52nd,Smith,Early,Ewell,Confederate,LTC James Skinner,wounded,254,9,26,0,19,54,0,0,0,0,0,0,0,0,0,0,0
Infantry,North Carolina,6th,Avery,Early,Ewell,Confederate,MAJ Samuel Tate,no,509,47,118,0,43,208,0,0,0,0,0,0,0,0,0,0,0
Infantry,North Carolina,21st,Avery,Early,Ewell,Confederate,COL William Kirkland,no,436,27,76,0,36,139,0,0,0,0,0,0,0,0,0,0,0
Infantry,North Carolina,57th,Avery,Early,Ewell,Confederate,COL Archibald Godwin,no,297,16,29,0,41,86,0,0,0,0,0,0,0,0,0,0,0
Infantry,Georgia,13th,Gordon,Early,Ewell,Confederate,COL James Smith,no,312,37,75,0,25,137,0,0,0,0,0,0,0,0,0,0,0
Infantry,Georgia,26th,Gordon,Early,Ewell,Confederate,COL Edmun Atkinson,no,315,2,13,0,17,32,0,0,0,0,0,0,0,0,0,0,0
Infantry,Georgia,31st,Gordon,Early,Ewell,Confederate,COL Clement Evans,wounded,252,13,44,0,8,65,0,0,0,0,0,0,0,0,0,0,0
Infantry,Georgia,38th,Gordon,Early,Ewell,Confederate,CPT William McLeod,killed,341,18,62,0,53,133,0,0,0,0,0,0,0,0,0,0,0
Infantry,Georgia,60th,Gordon,Early,Ewell,Confederate,CPT Walter Jones,no,299,12,28,0,19,59,0,0,0,0,0,0,0,0,0,0,0
Infantry,Georgia,61st,Gordon,Early,Ewell,Confederate,COL John Lamar,no,288,30,75,0,6,111,0,0,0,0,0,0,0,0,0,0,0
Artillery,Virginia,Battery Charlottesville,Jones,Early,Ewell,Confederate,CPT James Carrington,no,71,0,0,0,2,2,0,0,0,0,4,0,0,0,0,0,4
Artillery,Virginia,Battery Courtney,Jones,Early,Ewell,Confederate,CPT William Tanner,no,90,0,0,0,2,2,0,0,0,0,4,0,0,0,0,0,4
Artillery,Louisiana,Battery Guard,Jones,Early,Ewell,Confederate,CPT Charles Green,no,60,2,5,0,0,7,2,0,2,0,0,0,0,0,0,0,4
Artillery,Virginia,Battery Staunton,Jones,Early,Ewell,Confederate,CPT Asher Garber,no,60,0,1,0,0,1,0,0,0,0,4,0,0,0,0,0,4
Infantry,Maryland,1st  Bn,Steuart,Johnson,Ewell,Confederate,LTC James Herbert,wounded,400,56,118,0,15,189,0,0,0,0,0,0,0,0,0,0,0
Infantry,North Carolina,1st,Steuart,Johnson,Ewell,Confederate,LTC Hamilton Brown,no,377,14,40,0,97,151,0,0,0,0,0,0,0,0,0,0,0
Infantry,North Carolina,3rd,Steuart,Johnson,Ewell,Confederate,MAJ William Parsley,no,548,48,140,0,30,218,0,0,0,0,0,0,0,0,0,0,0
Infantry,Virginia,10th,Steuart,Johnson,Ewell,Confederate,COL Edward Warren,no,276,8,17,0,52,77,0,0,0,0,0,0,0,0,0,0,0
Infantry,Virginia,23rd,Steuart,Johnson,Ewell,Confederate,LTC Simeon Walton,no,251,3,15,0,18,36,0,0,0,0,0,0,0,0,0,0,0
Infantry,Virginia,37th,Steuart,Johnson,Ewell,Confederate,MAJ Henry Wood,no,264,20,55,0,23,98,0,0,0,0,0,0,0,0,0,0,0
Infantry,Virginia,2nd,Walker,Johnson,Ewell,Confederate,COL John Nadenbousch,no,333,3,12,0,10,25,0,0,0,0,0,0,0,0,0,0,0
Infantry,Virginia,4th,Walker,Johnson,Ewell,Confederate,MAJ William Terry,no,257,18,63,0,56,137,0,0,0,0,0,0,0,0,0,0,0
Infantry,Virginia,5th,Walker,Johnson,Ewell,Confederate,COL John Funk,no,345,14,43,0,11,68,0,0,0,0,0,0,0,0,0,0,0
Infantry,Virginia,27th,Walker,Johnson,Ewell,Confederate,LTC Daniel Shriver,no,148,11,29,0,8,48,0,0,0,0,0,0,0,0,0,0,0
Infantry,Virginia,33rd,Walker,Johnson,Ewell,Confederate,CPT Jacob Golladay,no,236,19,36,0,15,70,0,0,0,0,0,0,0,0,0,0,0
Infantry,Louisiana,1st,Nicholls,Johnson,Ewell,Confederate,COL Michael Nolan,killed,172,11,28,0,,39,0,0,0,0,0,0,0,0,0,0,0
Infantry,Louisiana,2nd,Nicholls,Johnson,Ewell,Confederate,LTC Ross Burke,wounded-captured,236,15,47,0,,62,0,0,0,0,0,0,0,0,0,0,0
Infantry,Louisiana,10th,Nicholls,Johnson,Ewell,Confederate,MAJ Thomas Powell,no,226,22,69,0,19,110,0,0,0,0,0,0,0,0,0,0,0
Infantry,Louisiana,14th,Nicholls,Johnson,Ewell,Confederate,LTC David Zable,no,281,15,50,0,,65,0,0,0,0,0,0,0,0,0,0,0
Infantry,Louisiana,15th,Nicholls,Johnson,Ewell,Confederate,MAJ Andrew Brady,no,186,3,35,0,,38,0,0,0,0,0,0,0,0,0,0,0
Infantry,Virginia,21st,Jones,Johnson,Ewell,Confederate,CPT William Moseley,no,183,8,32,0,10,50,0,0,0,0,0,0,0,0,0,0,0
Infantry,Virginia,25th,Jones,Johnson,Ewell,Confederate,COL John Higginbotham,wounded,280,9,54,0,7,70,0,0,0,0,0,0,0,0,0,0,0
Infantry,Virginia,42nd,Jones,Johnson,Ewell,Confederate,COL Robert Withers,wounded,252,16,47,0,26,89,0,0,0,0,0,0,0,0,0,0,0
Infantry,Virginia,44th,Jones,Johnson,Ewell,Confederate,MAJ Norvell Cobb,wounded,227,19,16,0,24,59,0,0,0,0,0,0,0,0,0,0,0
Infantry,Virginia,48th,Jones,Johnson,Ewell,Confederate,LTC Robert Dungan,no,252,20,38,0,29,87,0,0,0,0,0,0,0,0,0,0,0
Infantry,Virginia,50th,Jones,Johnson,Ewell,Confederate,LTC Logan Salyer,no,252,16,66,0,17,99,0,0,0,0,0,0,0,0,0,0,0
Artillery,Maryland,Battery 1st,Andrews,Johnson,Ewell,Confederate,CPT William Dement,no,90,1,4,0,0,5,0,0,0,0,4,0,0,0,0,0,4
Artillery,Virginia,Battery Alleghany Rough,Andrews,Johnson,Ewell,Confederate,CPT John Carpenter,no,91,10,14,0,24,,2,0,0,0,2,0,0,0,0,0,4
Artillery,Maryland,Battery Chesapeake,Andrews,Johnson,Ewell,Confederate,CPT William Brown,mortally wounded,76,8,9,0,0,17,0,0,4,0,0,0,0,0,0,0,4
Artillery,Virginia,Battery Lee,Andrews,Johnson,Ewell,Confederate,CPT Charles Raine,no,90,2,2,0,0,4,1,0,1,0,0,0,0,2,0,0,4
Infantry,North Carolina,32nd,Daniel,Rodes,Ewell,Confederate,COL Edmund Brabble,no,465,39,111,0,31,181,0,0,0,0,0,0,0,0,0,0,0
Infantry,North Carolina,43rd,Daniel,Rodes,Ewell,Confederate,COL Thomes Kenan,wounded-captured,583,40,116,0,31,187,0,0,0,0,0,0,0,0,0,0,0
Infantry,North Carolina,45th,Daniel,Rodes,Ewell,Confederate,LTC Samuel Boyd,wounded-captured,460,63,156,0,,219,0,0,0,0,0,0,0,0,0,0,0
Infantry,North Carolina,53rd,Daniel,Rodes,Ewell,Confederate,COL William Owens,no,409,45,132,0,34,211,0,0,0,0,0,0,0,0,0,0,0
Infantry,North Carolina,2nd  Bn,Daniel,Rodes,Ewell,Confederate,LTC Hezekiah Andrews,killed,240,46,78,0,75,,0,0,0,0,0,0,0,0,0,0,0
Infantry,Georgia,4th,Doles,Rodes,Ewell,Confederate,LTC David Winn,killed,341,12,26,0,15,53,0,0,0,0,0,0,0,0,0,0,0
Infantry,Georgia,12th,Doles,Rodes,Ewell,Confederate,COL Edward Willis,no,327,12,28,0,13,53,0,0,0,0,0,0,0,0,0,0,0
Infantry,Georgia,21st,Doles,Rodes,Ewell,Confederate,COL John Mercer,no,287,4,11,0,23,38,0,0,0,0,0,0,0,0,0,0,0
Infantry,Georgia,44th,Doles,Rodes,Ewell,Confederate,COL Samuel Lumpkin,mortally wounded,364,18,41,0,16,75,0,0,0,0,0,0,0,0,0,0,0
Infantry,North Carolina,5th,Iverson,Rodes,Ewell,Confederate,CPT Speight West,wounded,473,64,125,0,100,289,0,0,0,0,0,0,0,0,0,0,0
Infantry,North Carolina,12th,Iverson,Rodes,Ewell,Confederate,LTC William Davis,no,219,12,60,0,7,79,0,0,0,0,0,0,0,0,0,0,0
Infantry,North Carolina,20th,Iverson,Rodes,Ewell,Confederate,LTC Nelson Slough,wounded,372,41,94,0,118,253,0,0,0,0,0,0,0,0,0,0,0
Infantry,North Carolina,23rd,Iverson,Rodes,Ewell,Confederate,COL Daniel Harvey Christie,mortally wounded,316,65,120,0,97,282,0,0,0,0,0,0,0,0,0,0,0
Infantry,North Carolina,2nd,Ramseur,Rodes,Ewell,Confederate,MAJ Daniel Hurtt,wounded,243,9,37,0,31,77,0,0,0,0,0,0,0,0,0,0,0
Infantry,North Carolina,4th,Ramseur,Rodes,Ewell,Confederate,COL Bryan Grimes,no,196,10,29,0,30,69,0,0,0,0,0,0,0,0,0,0,0
Infantry,North Carolina,14th,Ramseur,Rodes,Ewell,Confederate,COL Risden Bennet,wounded,306,9,42,0,13,64,0,0,0,0,0,0,0,0,0,0,0
Infantry,North Carolina,30th,Ramseur,Rodes,Ewell,Confederate,COL Francis Marion Parker,wounded,276,11,41,0,23,75,0,0,0,0,0,0,0,0,0,0,0
Infantry,Alabama,3rd,O'Neal,Rodes,Ewell,Confederate,COL Cullen Battle,no,350,17,74,0,,91,0,0,0,0,0,0,0,0,0,0,0
Infantry,Alabama,5th,O'Neal,Rodes,Ewell,Confederate,COL Joseph Hall,no,317,26,116,0,67,209,0,0,0,0,0,0,0,0,0,0,0
Infantry,Alabama,6th,O'Neal,Rodes,Ewell,Confederate,COL James Lightfoot,wounded,382,15,62,0,88,165,0,0,0,0,0,0,0,0,0,0,0
Infantry,Alabama,12th,O'Neal,Rodes,Ewell,Confederate,COL Samuel Bonneau Pickens,no,317,17,66,0,,83,0,0,0,0,0,0,0,0,0,0,0
Infantry,Alabama,26th,O'Neal,Rodes,Ewell,Confederate,LTC John Goodgame,no,319,8,57,0,65,130,0,0,0,0,0,0,0,0,0,0,0
Artillery,Alabama,Battery Jeff Davis,Carter,Rodes,Ewell,Confederate,CPT William Reese,no,79,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4
Artillery,Virginia,Battery King William,Carter,Rodes,Ewell,Confederate,CPT William Carter,no,103,5,3,0,2,10,0,0,2,0,2,0,0,0,0,0,4
Artillery,Virginia,Battery Morris,Carter,Rodes,Ewell,Confederate,CPT Richard Page,wounded,114,5,18,0,0,23,0,0,0,0,4,0,0,0,0,0,4
Artillery,Virginia,Battery Orange,Carter,Rodes,Ewell,Confederate,CPT Charles Fry,no,80,1,1,0,2,4,2,0,2,0,0,0,0,0,0,0,4
Artillery,Virginia,Battery 2nd  Richmond,Dance,Brown,Ewell,Confederate,CPT David Watson,no,64,2,1,0,0,3,0,0,4,0,0,0,0,0,0,0,4
Artillery,Virginia,Battery 3rd  Richmond,Dance,Brown,Ewell,Confederate,"CPT Benjamin Smith, Jr.",no,62,1,1,0,2,4,4,0,0,0,0,0,0,0,0,0,4
Artillery,Virginia,Battery Powhatan,Dance,Brown,Ewell,Confederate,LT John Cunningham,no,78,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4
Artillery,Virginia,Battery Rockbridge,Dance,Brown,Ewell,Confederate,CPT Archibald Graham,no,85,0,20,0,0,20,0,0,0,0,0,0,0,4,0,0,4
Artillery,Virginia,Battery Salem,Dance,Brown,Ewell,Confederate,LT Charles Griffin,no,66,0,2,0,3,5,2,0,0,0,2,0,0,0,0,0,4
Artillery,Virginia,Battery Amherst,Nelson,Brown,Ewell,Confederate,CPT Thomas Kirkpatrick,no,105,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,4
Artillery,Virginia,Battery Fluvanna,Nelson,Brown,Ewell,Confederate,CPT John Massie,no,90,0,1,0,0,1,1,0,0,0,3,0,0,0,0,0,4
Artillery,Georgia,Battery Georgia,Nelson,Brown,Ewell,Confederate,"CPT John Milledge, Jr.",no,73,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,3
Infantry,Alabama,8th,Wilcox,Anderson,Hill,Confederate,LTC Hilary Herbert,no,477,40,146,0,80,266,0,0,0,0,0,0,0,0,0,0,0
Infantry,Alabama,9th,Wilcox,Anderson,Hill,Confederate,COL Joseph King,wounded,306,8,32,0,76,116,0,0,0,0,0,0,0,0,0,0,0
Infantry,Alabama,10th,Wilcox,Anderson,Hill,Confederate,COL William Forney,wounded-captured,311,15,89,0,,104,0,0,0,0,0,0,0,0,0,0,0
Infantry,Alabama,11th,Wilcox,Anderson,Hill,Confederate,COL John Sanders,wounded,311,7,68,0,,75,0,0,0,0,0,0,0,0,0,0,0
Infantry,Alabama,14th,Wilcox,Anderson,Hill,Confederate,COL Lucius Pinckard,wounded-captured,316,8,40,0,,48,0,0,0,0,0,0,0,0,0,0,0
Infantry,Virginia,6th,Mahone,Anderson,Hill,Confederate,COL George Rogers,no,288,0,4,0,7,11,0,0,0,0,0,0,0,0,0,0,0
Infantry,Virginia,12th,Mahone,Anderson,Hill,Confederate,COL David Weisiger,no,348,3,11,0,8,22,0,0,0,0,0,0,0,0,0,0,0
Infantry,Virginia,16th,Mahone,Anderson,Hill,Confederate,COL Joseph Ham,no,270,2,15,0,5,22,0,0,0,0,0,0,0,0,0,0,0
Infantry,Virginia,41st,Mahone,Anderson,Hill,Confederate,COL William Parham,no,276,11,11,0,0,22,0,0,0,0,0,0,0,0,0,0,0
Infantry,Virginia,61st,Mahone,Anderson,Hill,Confederate,COL Virginius Gromer,no,356,5,10,0,10,25,0,0,0,0,0,0,0,0,0,0,0
Infantry,Georgia,3rd,Wright,Anderson,Hill,Confederate,COL Edward Walker,no,411,49,139,0,31,219,0,0,0,0,0,0,0,0,0,0,0
Infantry,Georgia,22nd,Wright,Anderson,Hill,Confederate,COL Joseph Wasden,killed,400,41,70,0,60,171,0,0,0,0,0,0,0,0,0,0,0
Infantry,Georgia,48th,Wright,Anderson,Hill,Confederate,COL William Gibson,wounded-captured,395,70,97,0,57,224,0,0,0,0,0,0,0,0,0,0,0
Infantry,Georgia,2nd  Bn,Wright,Anderson,Hill,Confederate,MAJ George Ross,mortally wounded,173,24,37,0,21,82,0,0,0,0,0,0,0,0,0,0,0
Infantry,Florida,2nd,Lang,Anderson,Hill,Confederate,MAJ Walter Moore,wounded-captured,242,24,71,0,49,144,0,0,0,0,0,0,0,0,0,0,0
